Date,USD_to_RWF_Rate,Day_of_Week,Month,Year
2021-09-29,1008.6726,Wednesday,September,2021
2021-09-30,997.083,Thursday,September,2021
2021-10-01,997.4997,Friday,October,2021
2021-10-02,997.4997,Saturday,October,2021
2021-10-03,1008.5804,Sunday,October,2021
2021-10-04,1009.3687,Monday,October,2021
2021-10-05,1008.8343,Tuesday,October,2021
2021-10-06,1015.1696,Wednesday,October,2021
2021-10-07,1010.1173,Thursday,October,2021
2021-10-08,1000.0367,Friday,October,2021
2021-10-09,1016.5459,Saturday,October,2021
2021-10-10,1016.5261,Sunday,October,2021
2021-10-11,1017.5152,Monday,October,2021
2021-10-12,1017.3355,Tuesday,October,2021
2021-10-13,1017.4144,Wednesday,October,2021
2021-10-14,1010.5262,Thursday,October,2021
2021-10-15,995.0004,Friday,October,2021
2021-10-16,995.0004,Saturday,October,2021
2021-10-17,1008.7126,Sunday,October,2021
2021-10-18,999.985,Monday,October,2021
2021-10-19,1010.6112,Tuesday,October,2021
2021-10-20,1010.9907,Wednesday,October,2021
2021-10-21,1010.6613,Thursday,October,2021
2021-10-22,999.9998,Friday,October,2021
2021-10-23,1017.4049,Saturday,October,2021
2021-10-24,1013.8343,Sunday,October,2021
2021-10-25,1011.0078,Monday,October,2021
2021-10-26,1010.978,Tuesday,October,2021
2021-10-27,1011.1291,Wednesday,October,2021
2021-10-28,1010.8746,Thursday,October,2021
2021-10-29,1000.0001,Friday,October,2021
2021-10-30,1000.0001,Saturday,October,2021
2021-10-31,1011.4921,Sunday,October,2021
2021-11-01,1011.3214,Monday,November,2021
2021-11-02,1011.8251,Tuesday,November,2021
2021-11-03,1012.1747,Wednesday,November,2021
2021-11-04,1011.4156,Thursday,November,2021
2021-11-05,1004.9993,Friday,November,2021
2021-11-06,1004.9993,Saturday,November,2021
2021-11-07,1013.5024,Sunday,November,2021
2021-11-08,1012.1152,Monday,November,2021
2021-11-09,1013.4091,Tuesday,November,2021
2021-11-10,1013.5982,Wednesday,November,2021
2021-11-11,1019.2452,Thursday,November,2021
2021-11-12,1007.4788,Friday,November,2021
2021-11-13,1007.5003,Saturday,November,2021
2021-11-14,1013.9167,Sunday,November,2021
2021-11-15,1013.8038,Monday,November,2021
2021-11-16,1013.8687,Tuesday,November,2021
2021-11-17,1015.5032,Wednesday,November,2021
2021-11-18,1013.9686,Thursday,November,2021
2021-11-19,1034.4205,Friday,November,2021
2021-11-20,1034.4353,Saturday,November,2021
2021-11-21,1034.3243,Sunday,November,2021
2021-11-22,1023.2548,Monday,November,2021
2021-11-23,1024.8112,Tuesday,November,2021
2021-11-24,1023.3213,Wednesday,November,2021
2021-11-25,1035.6721,Thursday,November,2021
2021-11-26,1007.5374,Friday,November,2021
2021-11-27,1007.4735,Saturday,November,2021
2021-11-28,1024.3189,Sunday,November,2021
2021-11-29,1023.6428,Monday,November,2021
2021-11-30,1023.5807,Tuesday,November,2021
2021-12-01,1023.3792,Wednesday,December,2021
2021-12-02,1023.9884,Thursday,December,2021
2021-12-03,999.9624,Friday,December,2021
2021-12-04,1035.4117,Saturday,December,2021
2021-12-05,1029.1053,Sunday,December,2021
2021-12-06,1022.5767,Monday,December,2021
2021-12-07,1022.811,Tuesday,December,2021
2021-12-08,1024.1419,Wednesday,December,2021
2021-12-09,1038.1802,Thursday,December,2021
2021-12-10,1002.4993,Friday,December,2021
2021-12-11,1032.091,Saturday,December,2021
2021-12-12,1026.3018,Sunday,December,2021
2021-12-13,1024.9038,Monday,December,2021
2021-12-14,1025.3242,Tuesday,December,2021
2021-12-15,1023.2414,Wednesday,December,2021
2021-12-16,1024.5929,Thursday,December,2021
2021-12-17,1024.2955,Friday,December,2021
2021-12-18,1043.9734,Saturday,December,2021
2021-12-19,1025.026,Sunday,December,2021
2021-12-20,1023.8709,Monday,December,2021
2021-12-21,1007.137,Tuesday,December,2021
2021-12-22,1024.3744,Wednesday,December,2021
2021-12-23,1023.4558,Thursday,December,2021
2021-12-24,1004.9999,Friday,December,2021
2021-12-25,1005.0368,Saturday,December,2021
2021-12-26,1037.0663,Sunday,December,2021
2021-12-27,1025.7326,Monday,December,2021
2021-12-28,1025.3715,Tuesday,December,2021
2021-12-29,1025.4059,Wednesday,December,2021
2021-12-30,1028.5855,Thursday,December,2021
2021-12-31,1014.963,Friday,December,2021
2022-01-01,1014.963,Saturday,January,2022
2022-01-02,1028.473,Sunday,January,2022
2022-01-03,1015.9818,Monday,January,2022
2022-01-04,1027.1441,Tuesday,January,2022
2022-01-05,1027.6784,Wednesday,January,2022
2022-01-06,1028.6735,Thursday,January,2022
2022-01-07,1015.9632,Friday,January,2022
2022-01-08,1032.5134,Saturday,January,2022
2022-01-09,1029.1498,Sunday,January,2022
2022-01-10,1029.6372,Monday,January,2022
2022-01-11,1025.9599,Tuesday,January,2022
2022-01-12,1030.7813,Wednesday,January,2022
2022-01-13,1038.4144,Thursday,January,2022
2022-01-14,1037.8612,Friday,January,2022
2022-01-15,1015.0367,Saturday,January,2022
2022-01-16,1028.5439,Sunday,January,2022
2022-01-17,1037.9667,Monday,January,2022
2022-01-18,1029.3757,Tuesday,January,2022
2022-01-19,1029.1293,Wednesday,January,2022
2022-01-20,1029.4905,Thursday,January,2022
2022-01-21,1015.0368,Friday,January,2022
2022-01-22,1015.0368,Saturday,January,2022
2022-01-23,1029.1369,Sunday,January,2022
2022-01-24,1027.535,Monday,January,2022
2022-01-25,1028.8765,Tuesday,January,2022
2022-01-26,1029.4971,Wednesday,January,2022
2022-01-27,1029.7678,Thursday,January,2022
2022-01-28,1016.9791,Friday,January,2022
2022-01-29,1017.0004,Saturday,January,2022
2022-01-30,1033.0156,Sunday,January,2022
2022-01-31,1023.1183,Monday,January,2022
2022-02-01,1029.9331,Tuesday,February,2022
2022-02-02,1029.5425,Wednesday,February,2022
2022-02-03,1029.5366,Thursday,February,2022
2022-02-04,1016.9679,Friday,February,2022
2022-02-05,1016.9856,Saturday,February,2022
2022-02-06,1030.6072,Sunday,February,2022
2022-02-07,1023.183,Monday,February,2022
2022-02-08,1039.2474,Tuesday,February,2022
2022-02-09,1030.8189,Wednesday,February,2022
2022-02-10,1030.5741,Thursday,February,2022
2022-02-11,1017.9993,Friday,February,2022
2022-02-12,1043.6482,Saturday,February,2022
2022-02-13,1038.382,Sunday,February,2022
2022-02-14,1031.6606,Monday,February,2022
2022-02-15,1030.8764,Tuesday,February,2022
2022-02-16,1031.7468,Wednesday,February,2022
2022-02-17,1031.3178,Thursday,February,2022
2022-02-18,1019.0148,Friday,February,2022
2022-02-19,1019.0148,Saturday,February,2022
2022-02-20,1015.5183,Sunday,February,2022
2022-02-21,1039.6561,Monday,February,2022
2022-02-22,1031.313,Tuesday,February,2022
2022-02-23,1031.7045,Wednesday,February,2022
2022-02-24,1031.5604,Thursday,February,2022
2022-02-25,1014.9624,Friday,February,2022
2022-02-26,1006.1396,Saturday,February,2022
2022-02-27,1007.4934,Sunday,February,2022
2022-02-28,1012.5522,Monday,February,2022
2022-03-01,1013.1303,Tuesday,March,2022
2022-03-02,1016.3592,Wednesday,March,2022
2022-03-03,1015.8017,Thursday,March,2022
2022-03-04,1034.9831,Friday,March,2022
2022-03-05,1034.3363,Saturday,March,2022
2022-03-06,1032.1938,Sunday,March,2022
2022-03-07,1024.6755,Monday,March,2022
2022-03-08,1024.6583,Tuesday,March,2022
2022-03-09,1016.4915,Wednesday,March,2022
2022-03-10,1027.4245,Thursday,March,2022
2022-03-11,1013.2996,Friday,March,2022
2022-03-12,1013.2703,Saturday,March,2022
2022-03-13,929.7633,Sunday,March,2022
2022-03-14,1020.1919,Monday,March,2022
2022-03-15,1016.9803,Tuesday,March,2022
2022-03-16,1018.231,Wednesday,March,2022
2022-03-17,1018.0581,Thursday,March,2022
2022-03-18,1021.9997,Friday,March,2022
2022-03-19,1021.9997,Saturday,March,2022
2022-03-20,1022.7675,Sunday,March,2022
2022-03-21,1022.7205,Monday,March,2022
2022-03-22,1015.0934,Tuesday,March,2022
2022-03-23,1016.465,Wednesday,March,2022
2022-03-24,1016.926,Thursday,March,2022
2022-03-25,1016.0,Friday,March,2022
2022-03-26,1019.3421,Saturday,March,2022
2022-03-27,1018.7613,Sunday,March,2022
2022-03-28,1022.9917,Monday,March,2022
2022-03-29,1016.3375,Tuesday,March,2022
2022-03-30,1016.7581,Wednesday,March,2022
2022-03-31,1016.5865,Thursday,March,2022
2022-04-01,1016.9918,Friday,April,2022
2022-04-02,1018.9025,Saturday,April,2022
2022-04-03,1018.4799,Sunday,April,2022
2022-04-04,1028.4792,Monday,April,2022
2022-04-05,1019.3008,Tuesday,April,2022
2022-04-06,1019.8782,Wednesday,April,2022
2022-04-07,1019.9653,Thursday,April,2022
2022-04-08,1023.0311,Friday,April,2022
2022-04-09,1023.0311,Saturday,April,2022
2022-04-10,1022.9531,Sunday,April,2022
2022-04-11,1028.537,Monday,April,2022
2022-04-12,1018.3174,Tuesday,April,2022
2022-04-13,1018.112,Wednesday,April,2022
2022-04-14,1018.3026,Thursday,April,2022
2022-04-15,1017.0005,Friday,April,2022
2022-04-16,1016.9997,Saturday,April,2022
2022-04-17,1022.5816,Sunday,April,2022
2022-04-18,1024.4725,Monday,April,2022
2022-04-19,1018.9407,Tuesday,April,2022
2022-04-20,1019.6764,Wednesday,April,2022
2022-04-21,1023.7475,Thursday,April,2022
2022-04-22,1022.4994,Friday,April,2022
2022-04-23,1021.0742,Saturday,April,2022
2022-04-24,1021.5954,Sunday,April,2022
2022-04-25,1024.4116,Monday,April,2022
2022-04-26,1020.4868,Tuesday,April,2022
2022-04-27,1025.0823,Wednesday,April,2022
2022-04-28,1020.4308,Thursday,April,2022
2022-04-29,1024.0401,Friday,April,2022
2022-04-30,1024.0401,Saturday,April,2022
2022-05-01,1024.058,Sunday,May,2022
2022-05-02,1020.5093,Monday,May,2022
2022-05-03,1023.6981,Tuesday,May,2022
2022-05-04,1024.5568,Wednesday,May,2022
2022-05-05,1020.3278,Thursday,May,2022
2022-05-06,1021.0408,Friday,May,2022
2022-05-07,1019.9674,Saturday,May,2022
2022-05-08,1019.295,Sunday,May,2022
2022-05-09,1022.3696,Monday,May,2022
2022-05-10,1019.0283,Tuesday,May,2022
2022-05-11,1019.4553,Wednesday,May,2022
2022-05-12,1024.4745,Thursday,May,2022
2022-05-13,1020.9795,Friday,May,2022
2022-05-14,1021.0002,Saturday,May,2022
2022-05-15,1024.7157,Sunday,May,2022
2022-05-16,1023.0097,Monday,May,2022
2022-05-17,1018.03,Tuesday,May,2022
2022-05-18,1021.5,Wednesday,May,2022
2022-05-19,1024.6789,Thursday,May,2022
2022-05-20,1021.5405,Friday,May,2022
2022-05-21,1021.5405,Saturday,May,2022
2022-05-22,1025.1086,Sunday,May,2022
2022-05-23,1020.5053,Monday,May,2022
2022-05-24,1027.5255,Tuesday,May,2022
2022-05-25,1022.0153,Wednesday,May,2022
2022-05-26,1027.1796,Thursday,May,2022
2022-05-27,1028.0281,Friday,May,2022
2022-05-28,1028.0082,Saturday,May,2022
2022-05-29,1027.3148,Sunday,May,2022
2022-05-30,1019.8304,Monday,May,2022
2022-05-31,1022.7081,Tuesday,May,2022
2022-06-01,1022.7891,Wednesday,June,2022
2022-06-02,1024.0021,Thursday,June,2022
2022-06-03,1028.4799,Friday,June,2022
2022-06-04,1022.4859,Saturday,June,2022
2022-06-05,1023.7011,Sunday,June,2022
2022-06-06,1024.6474,Monday,June,2022
2022-06-07,1029.5917,Tuesday,June,2022
2022-06-08,1026.4237,Wednesday,June,2022
2022-06-09,1034.2329,Thursday,June,2022
2022-06-10,1030.9668,Friday,June,2022
2022-06-11,1036.0162,Saturday,June,2022
2022-06-12,1035.1472,Sunday,June,2022
2022-06-13,1025.5725,Monday,June,2022
2022-06-14,1021.316,Tuesday,June,2022
2022-06-15,1021.1561,Wednesday,June,2022
2022-06-16,1022.019,Thursday,June,2022
2022-06-17,1022.9995,Friday,June,2022
2022-06-18,1023.5422,Saturday,June,2022
2022-06-19,1023.4754,Sunday,June,2022
2022-06-20,1022.7258,Monday,June,2022
2022-06-21,1022.3674,Tuesday,June,2022
2022-06-22,1021.7278,Wednesday,June,2022
2022-06-23,1025.6395,Thursday,June,2022
2022-06-24,1029.4585,Friday,June,2022
2022-06-25,1029.4585,Saturday,June,2022
2022-06-26,1024.9131,Sunday,June,2022
2022-06-27,1021.6766,Monday,June,2022
2022-06-28,1022.418,Tuesday,June,2022
2022-06-29,1021.6669,Wednesday,June,2022
2022-06-30,1022.4626,Thursday,June,2022
2022-07-01,1022.5664,Friday,July,2022
2022-07-02,1022.5664,Saturday,July,2022
2022-07-03,1022.245,Sunday,July,2022
2022-07-04,1023.4293,Monday,July,2022
2022-07-05,1030.6126,Tuesday,July,2022
2022-07-06,1023.1283,Wednesday,July,2022
2022-07-07,1022.7281,Thursday,July,2022
2022-07-08,1027.0158,Friday,July,2022
2022-07-09,1026.1992,Saturday,July,2022
2022-07-10,1026.1555,Sunday,July,2022
2022-07-11,1028.595,Monday,July,2022
2022-07-12,1036.6195,Tuesday,July,2022
2022-07-13,1023.6768,Wednesday,July,2022
2022-07-14,1031.5059,Thursday,July,2022
2022-07-15,1031.553,Friday,July,2022
2022-07-16,1029.8386,Saturday,July,2022
2022-07-17,1029.6866,Sunday,July,2022
2022-07-18,1024.6565,Monday,July,2022
2022-07-19,1024.9369,Tuesday,July,2022
2022-07-20,1037.8499,Wednesday,July,2022
2022-07-21,1024.7329,Thursday,July,2022
2022-07-22,1033.1873,Friday,July,2022
2022-07-23,1028.327,Saturday,July,2022
2022-07-24,1028.3252,Sunday,July,2022
2022-07-25,1032.6076,Monday,July,2022
2022-07-26,1033.0335,Tuesday,July,2022
2022-07-27,1027.0776,Wednesday,July,2022
2022-07-28,1027.508,Thursday,July,2022
2022-07-29,1028.7125,Friday,July,2022
2022-07-30,1029.0003,Saturday,July,2022
2022-07-31,1032.9821,Sunday,July,2022
2022-08-01,1030.5486,Monday,August,2022
2022-08-02,1027.6122,Tuesday,August,2022
2022-08-03,1028.9946,Wednesday,August,2022
2022-08-04,1032.3421,Thursday,August,2022
2022-08-05,1029.0424,Friday,August,2022
2022-08-06,1033.5567,Saturday,August,2022
2022-08-07,1032.6212,Sunday,August,2022
2022-08-08,1032.9479,Monday,August,2022
2022-08-09,1028.963,Tuesday,August,2022
2022-08-10,1038.0579,Wednesday,August,2022
2022-08-11,1028.868,Thursday,August,2022
2022-08-12,1027.9783,Friday,August,2022
2022-08-13,1027.9783,Saturday,August,2022
2022-08-14,1033.6566,Sunday,August,2022
2022-08-15,1032.3434,Monday,August,2022
2022-08-16,1037.9825,Tuesday,August,2022
2022-08-17,1044.9192,Wednesday,August,2022
2022-08-18,1031.2545,Thursday,August,2022
2022-08-19,1034.4694,Friday,August,2022
2022-08-20,1032.009,Saturday,August,2022
2022-08-21,1032.2068,Sunday,August,2022
2022-08-22,1031.4772,Monday,August,2022
2022-08-23,1031.1572,Tuesday,August,2022
2022-08-24,1032.9998,Wednesday,August,2022
2022-08-25,1031.0093,Thursday,August,2022
2022-08-26,1033.9995,Friday,August,2022
2022-08-27,1036.8734,Saturday,August,2022
2022-08-28,1036.4473,Sunday,August,2022
2022-08-29,1037.3843,Monday,August,2022
2022-08-30,1035.9109,Tuesday,August,2022
2022-08-31,1040.3654,Wednesday,August,2022
2022-09-01,1035.0701,Thursday,September,2022
2022-09-02,1039.5481,Friday,September,2022
2022-09-03,1039.9551,Saturday,September,2022
2022-09-04,1039.6071,Sunday,September,2022
2022-09-05,1040.2768,Monday,September,2022
2022-09-06,1035.1133,Tuesday,September,2022
2022-09-07,1035.7992,Wednesday,September,2022
2022-09-08,1035.917,Thursday,September,2022
2022-09-09,1036.3569,Friday,September,2022
2022-09-10,1036.0242,Saturday,September,2022
2022-09-11,1028.9378,Sunday,September,2022
2022-09-12,1036.2324,Monday,September,2022
2022-09-13,1035.5546,Tuesday,September,2022
2022-09-14,1037.5528,Wednesday,September,2022
2022-09-15,1036.9324,Thursday,September,2022
2022-09-16,1039.0451,Friday,September,2022
2022-09-17,1039.044,Saturday,September,2022
2022-09-18,1021.9022,Sunday,September,2022
2022-09-19,1039.0002,Monday,September,2022
2022-09-20,1050.4924,Tuesday,September,2022
2022-09-21,1043.3833,Wednesday,September,2022
2022-09-22,1051.3514,Thursday,September,2022
2022-09-23,1040.0473,Friday,September,2022
2022-09-24,1064.613,Saturday,September,2022
2022-09-25,1059.5429,Sunday,September,2022
2022-09-26,1049.77,Monday,September,2022
2022-09-27,1052.0119,Tuesday,September,2022
2022-09-28,1053.4034,Wednesday,September,2022
2022-09-29,1052.887,Thursday,September,2022
2022-09-30,1043.6014,Friday,September,2022
2022-10-01,1041.5,Saturday,October,2022
2022-10-02,1053.4219,Sunday,October,2022
2022-10-03,1041.7845,Monday,October,2022
2022-10-04,1064.5538,Tuesday,October,2022
2022-10-05,1068.4641,Wednesday,October,2022
2022-10-06,1056.107,Thursday,October,2022
2022-10-07,1042.0279,Friday,October,2022
2022-10-08,1042.0469,Saturday,October,2022
2022-10-09,1065.4143,Sunday,October,2022
2022-10-10,1056.4328,Monday,October,2022
2022-10-11,1057.5911,Tuesday,October,2022
2022-10-12,1058.8191,Wednesday,October,2022
2022-10-13,1058.4182,Thursday,October,2022
2022-10-14,1048.0468,Friday,October,2022
2022-10-15,1048.0468,Saturday,October,2022
2022-10-16,1058.162,Sunday,October,2022
2022-10-17,1058.6209,Monday,October,2022
2022-10-18,1057.4412,Tuesday,October,2022
2022-10-19,1058.9321,Wednesday,October,2022
2022-10-20,1057.8269,Thursday,October,2022
2022-10-21,1047.0456,Friday,October,2022
2022-10-22,1054.434,Saturday,October,2022
2022-10-23,1053.5383,Sunday,October,2022
2022-10-24,1054.7368,Monday,October,2022
2022-10-25,1049.0619,Tuesday,October,2022
2022-10-26,1047.7342,Wednesday,October,2022
2022-10-27,1058.7801,Thursday,October,2022
2022-10-28,1046.955,Friday,October,2022
2022-10-29,1047.0449,Saturday,October,2022
2022-10-30,1059.4507,Sunday,October,2022
2022-10-31,1060.3039,Monday,October,2022
2022-11-01,1059.4165,Tuesday,November,2022
2022-11-02,1060.3056,Wednesday,November,2022
2022-11-03,1059.329,Thursday,November,2022
2022-11-04,1050.2,Friday,November,2022
2022-11-05,1048.2545,Saturday,November,2022
2022-11-06,1054.7587,Sunday,November,2022
2022-11-07,1061.4571,Monday,November,2022
2022-11-08,1060.9288,Tuesday,November,2022
2022-11-09,1061.6071,Wednesday,November,2022
2022-11-10,1061.2645,Thursday,November,2022
2022-11-11,1052.2998,Friday,November,2022
2022-11-12,1060.8681,Saturday,November,2022
2022-11-13,1059.3302,Sunday,November,2022
2022-11-14,1063.2114,Monday,November,2022
2022-11-15,1064.6347,Tuesday,November,2022
2022-11-16,1062.3279,Wednesday,November,2022
2022-11-17,1053.278,Thursday,November,2022
2022-11-18,1055.0002,Friday,November,2022
2022-11-19,1054.9557,Saturday,November,2022
2022-11-20,1055.3696,Sunday,November,2022
2022-11-21,1070.3716,Monday,November,2022
2022-11-22,1070.5386,Tuesday,November,2022
2022-11-23,1070.5554,Wednesday,November,2022
2022-11-24,1081.7742,Thursday,November,2022
2022-11-25,1054.9996,Friday,November,2022
2022-11-26,1054.9993,Saturday,November,2022
2022-11-27,1070.6119,Sunday,November,2022
2022-11-28,1071.7888,Monday,November,2022
2022-11-29,1074.3914,Tuesday,November,2022
2022-11-30,1073.5547,Wednesday,November,2022
2022-12-01,1072.9633,Thursday,December,2022
2022-12-02,1065.5208,Friday,December,2022
2022-12-03,1082.3915,Saturday,December,2022
2022-12-04,1082.2767,Sunday,December,2022
2022-12-05,1082.6097,Monday,December,2022
2022-12-06,1071.0053,Tuesday,December,2022
2022-12-07,1085.8953,Wednesday,December,2022
2022-12-08,1083.6641,Thursday,December,2022
2022-12-09,1060.4969,Friday,December,2022
2022-12-10,1072.8061,Saturday,December,2022
2022-12-11,1070.5536,Sunday,December,2022
2022-12-12,1071.6455,Monday,December,2022
2022-12-13,1060.7076,Tuesday,December,2022
2022-12-14,1070.2429,Wednesday,December,2022
2022-12-15,1070.0946,Thursday,December,2022
2022-12-16,1064.9997,Friday,December,2022
2022-12-17,1066.5308,Saturday,December,2022
2022-12-18,1066.7502,Sunday,December,2022
2022-12-19,1072.029,Monday,December,2022
2022-12-20,1066.3296,Tuesday,December,2022
2022-12-21,1065.8972,Wednesday,December,2022
2022-12-22,1068.6296,Thursday,December,2022
2022-12-23,1066.9999,Friday,December,2022
2022-12-24,1066.9999,Saturday,December,2022
2022-12-25,1066.5199,Sunday,December,2022
2022-12-26,1067.139,Monday,December,2022
2022-12-27,1067.1542,Tuesday,December,2022
2022-12-28,1064.9953,Wednesday,December,2022
2022-12-29,1067.2018,Thursday,December,2022
2022-12-30,1069.9999,Friday,December,2022
2022-12-31,1069.9999,Saturday,December,2022
2023-01-01,1069.9118,Sunday,January,2023
2023-01-02,1068.4506,Monday,January,2023
2023-01-03,1069.4701,Tuesday,January,2023
2023-01-04,1069.6714,Wednesday,January,2023
2023-01-05,1069.9873,Thursday,January,2023
2023-01-06,1071.9996,Friday,January,2023
2023-01-07,1071.9996,Saturday,January,2023
2023-01-08,1071.2674,Sunday,January,2023
2023-01-09,1070.9035,Monday,January,2023
2023-01-10,1072.966,Tuesday,January,2023
2023-01-11,1071.616,Wednesday,January,2023
2023-01-12,1073.0151,Thursday,January,2023
2023-01-13,1074.9998,Friday,January,2023
2023-01-14,1069.5231,Saturday,January,2023
2023-01-15,1070.6187,Sunday,January,2023
2023-01-16,1070.4402,Monday,January,2023
2023-01-17,1074.8467,Tuesday,January,2023
2023-01-18,1073.9632,Wednesday,January,2023
2023-01-19,1075.856,Thursday,January,2023
2023-01-20,1075.0955,Friday,January,2023
2023-01-21,1075.0947,Saturday,January,2023
2023-01-22,1074.9706,Sunday,January,2023
2023-01-23,1078.8344,Monday,January,2023
2023-01-24,1077.9606,Tuesday,January,2023
2023-01-25,1079.4482,Wednesday,January,2023
2023-01-26,1081.4898,Thursday,January,2023
2023-01-27,1082.6155,Friday,January,2023
2023-01-28,1080.2235,Saturday,January,2023
2023-01-29,1080.579,Sunday,January,2023
2023-01-30,1080.7611,Monday,January,2023
2023-01-31,1080.7918,Tuesday,January,2023
2023-02-01,1081.5147,Wednesday,February,2023
2023-02-02,1089.0342,Thursday,February,2023
2023-02-03,1082.5672,Friday,February,2023
2023-02-04,1082.6114,Saturday,February,2023
2023-02-05,1092.2745,Sunday,February,2023
2023-02-06,1086.2587,Monday,February,2023
2023-02-07,1082.9797,Tuesday,February,2023
2023-02-08,1081.0663,Wednesday,February,2023
2023-02-09,1081.583,Thursday,February,2023
2023-02-10,1086.5006,Friday,February,2023
2023-02-11,1084.2125,Saturday,February,2023
2023-02-12,1084.7437,Sunday,February,2023
2023-02-13,1084.8684,Monday,February,2023
2023-02-14,1086.1981,Tuesday,February,2023
2023-02-15,1088.1237,Wednesday,February,2023
2023-02-16,1086.3627,Thursday,February,2023
2023-02-17,1089.9094,Friday,February,2023
2023-02-18,1089.4999,Saturday,February,2023
2023-02-19,1080.6855,Sunday,February,2023
2023-02-20,1087.774,Monday,February,2023
2023-02-21,1088.7823,Tuesday,February,2023
2023-02-22,1087.5213,Wednesday,February,2023
2023-02-23,1088.2108,Thursday,February,2023
2023-02-24,1091.4996,Friday,February,2023
2023-02-25,1088.4257,Saturday,February,2023
2023-02-26,1088.4038,Sunday,February,2023
2023-02-27,1090.4766,Monday,February,2023
2023-02-28,1089.6259,Tuesday,February,2023
2023-03-01,1090.8852,Wednesday,March,2023
2023-03-02,1092.0511,Thursday,March,2023
2023-03-03,1092.4998,Friday,March,2023
2023-03-04,1092.4998,Saturday,March,2023
2023-03-05,1090.4241,Sunday,March,2023
2023-03-06,1090.0713,Monday,March,2023
2023-03-07,1090.4656,Tuesday,March,2023
2023-03-08,1091.2791,Wednesday,March,2023
2023-03-09,1092.3251,Thursday,March,2023
2023-03-10,1086.6625,Friday,March,2023
2023-03-11,1086.9722,Saturday,March,2023
2023-03-12,1089.122,Sunday,March,2023
2023-03-13,1092.2097,Monday,March,2023
2023-03-14,1093.3007,Tuesday,March,2023
2023-03-15,1094.6971,Wednesday,March,2023
2023-03-16,1094.3334,Thursday,March,2023
2023-03-17,1090.5821,Friday,March,2023
2023-03-18,1079.3084,Saturday,March,2023
2023-03-19,1083.4357,Sunday,March,2023
2023-03-20,1092.6879,Monday,March,2023
2023-03-21,1095.6312,Tuesday,March,2023
2023-03-22,1095.7229,Wednesday,March,2023
2023-03-23,1096.7309,Thursday,March,2023
2023-03-24,1099.059,Friday,March,2023
2023-03-25,1099.059,Saturday,March,2023
2023-03-26,1099.0815,Sunday,March,2023
2023-03-27,1099.1888,Monday,March,2023
2023-03-28,1111.9763,Tuesday,March,2023
2023-03-29,1100.1997,Wednesday,March,2023
2023-03-30,1101.2217,Thursday,March,2023
2023-03-31,1108.7005,Friday,March,2023
2023-04-01,1108.6996,Saturday,April,2023
2023-04-02,1108.9634,Sunday,April,2023
2023-04-03,1116.5689,Monday,April,2023
2023-04-04,1104.75,Tuesday,April,2023
2023-04-05,1104.9979,Wednesday,April,2023
2023-04-06,1102.2782,Thursday,April,2023
2023-04-07,1106.9995,Friday,April,2023
2023-04-08,1107.0002,Saturday,April,2023
2023-04-09,1107.0002,Sunday,April,2023
2023-04-10,1105.7308,Monday,April,2023
2023-04-11,1105.4916,Tuesday,April,2023
2023-04-12,1104.9355,Wednesday,April,2023
2023-04-13,1105.3467,Thursday,April,2023
2023-04-14,1112.0753,Friday,April,2023
2023-04-15,1101.9876,Saturday,April,2023
2023-04-16,1104.1462,Sunday,April,2023
2023-04-17,1110.8511,Monday,April,2023
2023-04-18,1109.6747,Tuesday,April,2023
2023-04-19,1110.5246,Wednesday,April,2023
2023-04-20,1110.9719,Thursday,April,2023
2023-04-21,1112.9997,Friday,April,2023
2023-04-22,1112.9997,Saturday,April,2023
2023-04-23,1111.0397,Sunday,April,2023
2023-04-24,1134.5576,Monday,April,2023
2023-04-25,1111.7135,Tuesday,April,2023
2023-04-26,1112.2664,Wednesday,April,2023
2023-04-27,1112.2267,Thursday,April,2023
2023-04-28,1115.5004,Friday,April,2023
2023-04-29,1115.456,Saturday,April,2023
2023-04-30,1110.5454,Sunday,April,2023
2023-05-01,1119.1506,Monday,May,2023
2023-05-02,1113.106,Tuesday,May,2023
2023-05-03,1114.8893,Wednesday,May,2023
2023-05-04,1116.7546,Thursday,May,2023
2023-05-05,1118.4998,Friday,May,2023
2023-05-06,1118.4998,Saturday,May,2023
2023-05-07,1116.1625,Sunday,May,2023
2023-05-08,1116.742,Monday,May,2023
2023-05-09,1119.3782,Tuesday,May,2023
2023-05-10,1119.299,Wednesday,May,2023
2023-05-11,1118.2207,Thursday,May,2023
2023-05-12,1119.4998,Friday,May,2023
2023-05-13,1114.8148,Saturday,May,2023
2023-05-14,1115.8412,Sunday,May,2023
2023-05-15,1121.7948,Monday,May,2023
2023-05-16,1119.9823,Tuesday,May,2023
2023-05-17,1122.0458,Wednesday,May,2023
2023-05-18,1123.6287,Thursday,May,2023
2023-05-19,1125.0448,Friday,May,2023
2023-05-20,1119.091,Saturday,May,2023
2023-05-21,1120.2872,Sunday,May,2023
2023-05-22,1133.3963,Monday,May,2023
2023-05-23,1127.0479,Tuesday,May,2023
2023-05-24,1128.2506,Wednesday,May,2023
2023-05-25,1127.5338,Thursday,May,2023
2023-05-26,1132.4999,Friday,May,2023
2023-05-27,1132.4999,Saturday,May,2023
2023-05-28,1127.6346,Sunday,May,2023
2023-05-29,1126.206,Monday,May,2023
2023-05-30,1126.4435,Tuesday,May,2023
2023-05-31,1127.6565,Wednesday,May,2023
